flow_id,alpha_k*pi/4,alpha_prime_k*pi/4,r,bprime,b,count,prob
4,"(1, -3)","(-3, -1)","(1, 0)","(0, 1)","(1, 1)",96,0.0048
4,"(1, -3)","(-3, 1)","(1, 1)","(1, 0)","(0, 1)",3657,0.18285
4,"(1, -3)","(-3, 1)","(1, 1)","(1, 1)","(0, 0)",600,0.03
4,"(1, -3)","(-3, 3)","(1, 1)","(0, 0)","(1, 1)",113,0.00565
4,"(1, -3)","(-3, 3)","(1, 1)","(0, 1)","(1, 0)",629,0.03145
4,"(1, -3)","(1, -3)","(0, 0)","(0, 0)","(0, 0)",661,0.03305
4,"(1, -3)","(1, -3)","(0, 0)","(0, 1)","(0, 1)",3560,0.178
4,"(1, -3)","(1, -1)","(0, 0)","(1, 0)","(1, 0)",630,0.0315
4,"(1, -3)","(1, -1)","(0, 0)","(1, 1)","(1, 1)",106,0.0053
4,"(1, -3)","(1, 1)","(0, 1)","(0, 0)","(0, 1)",3619,0.18095
4,"(1, -3)","(1, 1)","(0, 1)","(0, 1)","(0, 0)",644,0.0322
4,"(1, -3)","(1, 3)","(0, 1)","(1, 0)","(1, 1)",105,0.00525
4,"(1, -3)","(1, 3)","(0, 1)","(1, 1)","(1, 0)",658,0.0329
4,"(1, -1)","(-3, -3)","(1, 0)","(0, 0)","(1, 0)",105,0.00525
4,"(1, -1)","(-3, -3)","(1, 0)","(0, 1)","(1, 1)",631,0.03155
4,"(1, -1)","(-3, -1)","(1, 0)","(1, 0)","(0, 0)",3616,0.1808
4,"(1, -1)","(-3, -1)","(1, 0)","(1, 1)","(0, 1)",670,0.0335
4,"(1, -1)","(-3, 1)","(1, 1)","(0, 0)","(1, 1)",648,0.0324
4,"(1, -1)","(-3, 1)","(1, 1)","(0, 1)","(1, 0)",111,0.00555
4,"(1, -1)","(-3, 3)","(1, 1)","(1, 0)","(0, 1)",592,0.0296
4,"(1, -1)","(-3, 3)","(1, 1)","(1, 1)","(0, 0)",3575,0.17875
4,"(1, -1)","(1, -3)","(0, 0)","(1, 0)","(1, 0)",85,0.00425
4,"(1, -1)","(1, -3)","(0, 0)","(1, 1)","(1, 1)",627,0.03135
4,"(1, -1)","(1, -1)","(0, 0)","(0, 0)","(0, 0)",3696,0.1848
4,"(1, -1)","(1, -1)","(0, 0)","(0, 1)","(0, 1)",597,0.02985
4,"(1, -1)","(1, 1)","(0, 1)","(1, 0)","(1, 1)",641,0.03205
4,"(1, -1)","(1, 1)","(0, 1)","(1, 1)","(1, 0)",128,0.0064
4,"(1, -1)","(1, 3)","(0, 1)","(0, 0)","(0, 1)",648,0.0324
4,"(1, -1)","(1, 3)","(0, 1)","(0, 1)","(0, 0)",3630,0.1815
4,"(1, 1)","(-3, -3)","(1, 1)","(1, 0)","(0, 1)",601,0.03005
4,"(1, 1)","(-3, -3)","(1, 1)","(1, 1)","(0, 0)",3603,0.18015
4,"(1, 1)","(-3, -1)","(1, 1)","(0, 0)","(1, 1)",672,0.0336
4,"(1, 1)","(-3, -1)","(1, 1)","(0, 1)","(1, 0)",90,0.0045
4,"(1, 1)","(-3, 1)","(1, 0)","(1, 0)","(0, 0)",3612,0.1806
4,"(1, 1)","(-3, 1)","(1, 0)","(1, 1)","(0, 1)",624,0.0312
4,"(1, 1)","(-3, 3)","(1, 0)","(0, 0)","(1, 0)",105,0.00525
4,"(1, 1)","(-3, 3)","(1, 0)","(0, 1)","(1, 1)",665,0.03325
4,"(1, 1)","(1, -3)","(0, 1)","(0, 0)","(0, 1)",622,0.0311
4,"(1, 1)","(1, -3)","(0, 1)","(0, 1)","(0, 0)",3716,0.1858
4,"(1, 1)","(1, -1)","(0, 1)","(1, 0)","(1, 1)",574,0.0287
4,"(1, 1)","(1, -1)","(0, 1)","(1, 1)","(1, 0)",109,0.00545
4,"(1, 1)","(1, 1)","(0, 0)","(0, 0)","(0, 0)",3665,0.18325
4,"(1, 1)","(1, 1)","(0, 0)","(0, 1)","(0, 1)",614,0.0307
4,"(1, 1)","(1, 3)","(0, 0)","(1, 0)","(1, 0)",130,0.0065
4,"(1, 1)","(1, 3)","(0, 0)","(1, 1)","(1, 1)",598,0.0299
4,"(1, 3)","(-3, -3)","(1, 1)","(0, 0)","(1, 1)",119,0.00595
4,"(1, 3)","(-3, -3)","(1, 1)","(0, 1)","(1, 0)",644,0.0322
4,"(1, 3)","(-3, -1)","(1, 1)","(1, 0)","(0, 1)",3745,0.18725
4,"(1, 3)","(-3, -1)","(1, 1)","(1, 1)","(0, 0)",619,0.03095
4,"(1, 3)","(-3, 1)","(1, 0)","(0, 0)","(1, 0)",575,0.02875
4,"(1, 3)","(-3, 1)","(1, 0)","(0, 1)","(1, 1)",119,0.00595
4,"(1, 3)","(-3, 3)","(1, 0)","(1, 0)","(0, 0)",661,0.03305
4,"(1, 3)","(-3, 3)","(1, 0)","(1, 1)","(0, 1)",3610,0.1805
4,"(1, 3)","(1, -3)","(0, 1)","(1, 0)","(1, 1)",101,0.00505
4,"(1, 3)","(1, -3)","(0, 1)","(1, 1)","(1, 0)",567,0.02835
4,"(1, 3)","(1, -1)","(0, 1)","(0, 0)","(0, 1)",3575,0.17875
4,"(1, 3)","(1, -1)","(0, 1)","(0, 1)","(0, 0)",638,0.0319
4,"(1, 3)","(1, 1)","(0, 0)","(1, 0)","(1, 0)",654,0.0327
4,"(1, 3)","(1, 1)","(0, 0)","(1, 1)","(1, 1)",103,0.00515
4,"(1, 3)","(1, 3)","(0, 0)","(0, 0)","(0, 0)",638,0.0319
4,"(1, 3)","(1, 3)","(0, 0)","(0, 1)","(0, 1)",3632,0.1816
4,"(3, -3)","(-1, -3)","(1, 0)","(1, 0)","(0, 0)",110,0.0055
4,"(3, -3)","(-1, -3)","(1, 0)","(1, 1)","(0, 1)",593,0.02965
4,"(3, -3)","(-1, -1)","(1, 0)","(0, 0)","(1, 0)",3639,0.18195
4,"(3, -3)","(-1, -1)","(1, 0)","(0, 1)","(1, 1)",599,0.02995
4,"(3, -3)","(-1, 1)","(1, 1)","(1, 0)","(0, 1)",634,0.0317
4,"(3, -3)","(-1, 1)","(1, 1)","(1, 1)","(0, 0)",87,0.00435
4,"(3, -3)","(-1, 3)","(1, 1)","(0, 0)","(1, 1)",621,0.03105
4,"(3, -3)","(-1, 3)","(1, 1)","(0, 1)","(1, 0)",3731,0.18655
4,"(3, -3)","(3, -3)","(0, 0)","(0, 0)","(0, 0)",130,0.0065
4,"(3, -3)","(3, -3)","(0, 0)","(0, 1)","(0, 1)",615,0.03075
4,"(3, -3)","(3, -1)","(0, 0)","(1, 0)","(1, 0)",3522,0.1761
4,"(3, -3)","(3, -1)","(0, 0)","(1, 1)","(1, 1)",658,0.0329
4,"(3, -3)","(3, 1)","(0, 1)","(0, 0)","(0, 1)",634,0.0317
4,"(3, -3)","(3, 1)","(0, 1)","(0, 1)","(0, 0)",108,0.0054
4,"(3, -3)","(3, 3)","(0, 1)","(1, 0)","(1, 1)",641,0.03205
4,"(3, -3)","(3, 3)","(0, 1)","(1, 1)","(1, 0)",3678,0.1839
4,"(3, -1)","(-1, -3)","(1, 0)","(0, 0)","(1, 0)",590,0.0295
4,"(3, -1)","(-1, -3)","(1, 0)","(0, 1)","(1, 1)",3618,0.1809
4,"(3, -1)","(-1, -1)","(1, 0)","(1, 0)","(0, 0)",639,0.03195
4,"(3, -1)","(-1, -1)","(1, 0)","(1, 1)","(0, 1)",117,0.00585
4,"(3, -1)","(-1, 1)","(1, 1)","(0, 0)","(1, 1)",3720,0.186
4,"(3, -1)","(-1, 1)","(1, 1)","(0, 1)","(1, 0)",542,0.0271
4,"(3, -1)","(-1, 3)","(1, 1)","(1, 0)","(0, 1)",118,0.0059
4,"(3, -1)","(-1, 3)","(1, 1)","(1, 1)","(0, 0)",648,0.0324
4,"(3, -1)","(3, -3)","(0, 0)","(1, 0)","(1, 0)",657,0.03285
4,"(3, -1)","(3, -3)","(0, 0)","(1, 1)","(1, 1)",3612,0.1806
4,"(3, -1)","(3, -1)","(0, 0)","(0, 0)","(0, 0)",656,0.0328
4,"(3, -1)","(3, -1)","(0, 0)","(0, 1)","(0, 1)",102,0.0051
4,"(3, -1)","(3, 1)","(0, 1)","(1, 0)","(1, 1)",3657,0.18285
4,"(3, -1)","(3, 1)","(0, 1)","(1, 1)","(1, 0)",609,0.03045
4,"(3, -1)","(3, 3)","(0, 1)","(0, 0)","(0, 1)",108,0.0054
4,"(3, -1)","(3, 3)","(0, 1)","(0, 1)","(0, 0)",607,0.03035
4,"(3, 1)","(-1, -3)","(1, 1)","(1, 0)","(0, 1)",102,0.0051
4,"(3, 1)","(-1, -3)","(1, 1)","(1, 1)","(0, 0)",580,0.029
4,"(3, 1)","(-1, -1)","(1, 1)","(0, 0)","(1, 1)",3631,0.18155
4,"(3, 1)","(-1, -1)","(1, 1)","(0, 1)","(1, 0)",638,0.0319
4,"(3, 1)","(-1, 1)","(1, 0)","(1, 0)","(0, 0)",619,0.03095
4,"(3, 1)","(-1, 1)","(1, 0)","(1, 1)","(0, 1)",104,0.0052
4,"(3, 1)","(-1, 3)","(1, 0)","(0, 0)","(1, 0)",592,0.0296
4,"(3, 1)","(-1, 3)","(1, 0)","(0, 1)","(1, 1)",3662,0.1831
4,"(3, 1)","(3, -3)","(0, 1)","(0, 0)","(0, 1)",112,0.0056
4,"(3, 1)","(3, -3)","(0, 1)","(0, 1)","(0, 0)",687,0.03435
4,"(3, 1)","(3, -1)","(0, 1)","(1, 0)","(1, 1)",3659,0.18295
4,"(3, 1)","(3, -1)","(0, 1)","(1, 1)","(1, 0)",620,0.031
4,"(3, 1)","(3, 1)","(0, 0)","(0, 0)","(0, 0)",628,0.0314
4,"(3, 1)","(3, 1)","(0, 0)","(0, 1)","(0, 1)",109,0.00545
4,"(3, 1)","(3, 3)","(0, 0)","(1, 0)","(1, 0)",616,0.0308
4,"(3, 1)","(3, 3)","(0, 0)","(1, 1)","(1, 1)",3641,0.18205
4,"(3, 3)","(-1, -3)","(1, 1)","(0, 0)","(1, 1)",681,0.03405
4,"(3, 3)","(-1, -3)","(1, 1)","(0, 1)","(1, 0)",3503,0.17515
4,"(3, 3)","(-1, -1)","(1, 1)","(1, 0)","(0, 1)",639,0.03195
4,"(3, 3)","(-1, -1)","(1, 1)","(1, 1)","(0, 0)",100,0.005
4,"(3, 3)","(-1, 1)","(1, 0)","(0, 0)","(1, 0)",3637,0.18185
4,"(3, 3)","(-1, 1)","(1, 0)","(0, 1)","(1, 1)",625,0.03125
4,"(3, 3)","(-1, 3)","(1, 0)","(1, 0)","(0, 0)",97,0.00485
4,"(3, 3)","(-1, 3)","(1, 0)","(1, 1)","(0, 1)",646,0.0323
4,"(3, 3)","(3, -3)","(0, 1)","(1, 0)","(1, 1)",665,0.03325
4,"(3, 3)","(3, -3)","(0, 1)","(1, 1)","(1, 0)",3598,0.1799
4,"(3, 3)","(3, -1)","(0, 1)","(0, 0)","(0, 1)",612,0.0306
4,"(3, 3)","(3, -1)","(0, 1)","(0, 1)","(0, 0)",110,0.0055
4,"(3, 3)","(3, 1)","(0, 0)","(1, 0)","(1, 0)",3679,0.18395
4,"(3, 3)","(3, 1)","(0, 0)","(1, 1)","(1, 1)",672,0.0336
4,"(3, 3)","(3, 3)","(0, 0)","(0, 0)","(0, 0)",107,0.00535
4,"(3, 3)","(3, 3)","(0, 0)","(0, 1)","(0, 1)",629,0.03145
5,"(-3, -3)","(-3, -1)","(0, 1)","(0, 0)","(0, 1)",620,0.031
5,"(-3, -3)","(-3, -1)","(0, 1)","(0, 1)","(0, 0)",121,0.00605
5,"(-3, -3)","(-3, -1)","(0, 1)","(1, 0)","(1, 1)",3592,0.1796
5,"(-3, -3)","(-3, -1)","(0, 1)","(1, 1)","(1, 0)",629,0.03145
5,"(-3, -3)","(-3, 3)","(0, 0)","(0, 0)","(0, 0)",97,0.00485
5,"(-3, -3)","(-3, 3)","(0, 0)","(0, 1)","(0, 1)",568,0.0284
5,"(-3, -3)","(-3, 3)","(0, 0)","(1, 0)","(1, 0)",611,0.03055
5,"(-3, -3)","(-3, 3)","(0, 0)","(1, 1)","(1, 1)",3621,0.18105
5,"(-3, -3)","(1, -1)","(1, 1)","(0, 0)","(1, 1)",3725,0.18625
5,"(-3, -3)","(1, -1)","(1, 1)","(0, 1)","(1, 0)",613,0.03065
5,"(-3, -3)","(1, -1)","(1, 1)","(1, 0)","(0, 1)",623,0.03115
5,"(-3, -3)","(1, -1)","(1, 1)","(1, 1)","(0, 0)",111,0.00555
5,"(-3, -3)","(1, 3)","(1, 0)","(0, 0)","(1, 0)",673,0.03365
5,"(-3, -3)","(1, 3)","(1, 0)","(0, 1)","(1, 1)",3654,0.1827
5,"(-3, -3)","(1, 3)","(1, 0)","(1, 0)","(0, 0)",93,0.00465
5,"(-3, -3)","(1, 3)","(1, 0)","(1, 1)","(0, 1)",649,0.03245
5,"(-3, -1)","(-3, -3)","(0, 1)","(0, 0)","(0, 1)",101,0.00505
5,"(-3, -1)","(-3, -3)","(0, 1)","(0, 1)","(0, 0)",593,0.02965
5,"(-3, -1)","(-3, -3)","(0, 1)","(1, 0)","(1, 1)",623,0.03115
5,"(-3, -1)","(-3, -3)","(0, 1)","(1, 1)","(1, 0)",3632,0.1816
5,"(-3, -1)","(-3, 1)","(0, 0)","(0, 0)","(0, 0)",639,0.03195
5,"(-3, -1)","(-3, 1)","(0, 0)","(0, 1)","(0, 1)",107,0.00535
5,"(-3, -1)","(-3, 1)","(0, 0)","(1, 0)","(1, 0)",3675,0.18375
5,"(-3, -1)","(-3, 1)","(0, 0)","(1, 1)","(1, 1)",593,0.02965
5,"(-3, -1)","(1, -3)","(1, 1)","(0, 0)","(1, 1)",618,0.0309
5,"(-3, -1)","(1, -3)","(1, 1)","(0, 1)","(1, 0)",3573,0.17865
5,"(-3, -1)","(1, -3)","(1, 1)","(1, 0)","(0, 1)",95,0.00475
5,"(-3, -1)","(1, -3)","(1, 1)","(1, 1)","(0, 0)",627,0.03135
5,"(-3, -1)","(1, 1)","(1, 0)","(0, 0)","(1, 0)",3747,0.18735
5,"(-3, -1)","(1, 1)","(1, 0)","(0, 1)","(1, 1)",647,0.03235
5,"(-3, -1)","(1, 1)","(1, 0)","(1, 0)","(0, 0)",612,0.0306
5,"(-3, -1)","(1, 1)","(1, 0)","(1, 1)","(0, 1)",118,0.0059
5,"(-3, 1)","(-3, -1)","(0, 0)","(0, 0)","(0, 0)",621,0.03105
5,"(-3, 1)","(-3, -1)","(0, 0)","(0, 1)","(0, 1)",102,0.0051
5,"(-3, 1)","(-3, -1)","(0, 0)","(1, 0)","(1, 0)",3550,0.1775
5,"(-3, 1)","(-3, -1)","(0, 0)","(1, 1)","(1, 1)",651,0.03255
5,"(-3, 1)","(-3, 3)","(0, 1)","(0, 0)","(0, 1)",107,0.00535
5,"(-3, 1)","(-3, 3)","(0, 1)","(0, 1)","(0, 0)",597,0.02985
5,"(-3, 1)","(-3, 3)","(0, 1)","(1, 0)","(1, 1)",654,0.0327
5,"(-3, 1)","(-3, 3)","(0, 1)","(1, 1)","(1, 0)",3691,0.18455
5,"(-3, 1)","(1, -1)","(1, 0)","(0, 0)","(1, 0)",3623,0.18115
5,"(-3, 1)","(1, -1)","(1, 0)","(0, 1)","(1, 1)",609,0.03045
5,"(-3, 1)","(1, -1)","(1, 0)","(1, 0)","(0, 0)",667,0.03335
5,"(-3, 1)","(1, -1)","(1, 0)","(1, 1)","(0, 1)",117,0.00585
5,"(-3, 1)","(1, 3)","(1, 1)","(0, 0)","(1, 1)",614,0.0307
5,"(-3, 1)","(1, 3)","(1, 1)","(0, 1)","(1, 0)",3612,0.1806
5,"(-3, 1)","(1, 3)","(1, 1)","(1, 0)","(0, 1)",113,0.00565
5,"(-3, 1)","(1, 3)","(1, 1)","(1, 1)","(0, 0)",672,0.0336
5,"(-3, 3)","(-3, -3)","(0, 0)","(0, 0)","(0, 0)",97,0.00485
5,"(-3, 3)","(-3, -3)","(0, 0)","(0, 1)","(0, 1)",643,0.03215
5,"(-3, 3)","(-3, -3)","(0, 0)","(1, 0)","(1, 0)",598,0.0299
5,"(-3, 3)","(-3, -3)","(0, 0)","(1, 1)","(1, 1)",3590,0.1795
5,"(-3, 3)","(-3, 1)","(0, 1)","(0, 0)","(0, 1)",610,0.0305
5,"(-3, 3)","(-3, 1)","(0, 1)","(0, 1)","(0, 0)",116,0.0058
5,"(-3, 3)","(-3, 1)","(0, 1)","(1, 0)","(1, 1)",3616,0.1808
5,"(-3, 3)","(-3, 1)","(0, 1)","(1, 1)","(1, 0)",634,0.0317
5,"(-3, 3)","(1, -3)","(1, 0)","(0, 0)","(1, 0)",618,0.0309
5,"(-3, 3)","(1, -3)","(1, 0)","(0, 1)","(1, 1)",3740,0.187
5,"(-3, 3)","(1, -3)","(1, 0)","(1, 0)","(0, 0)",99,0.00495
5,"(-3, 3)","(1, -3)","(1, 0)","(1, 1)","(0, 1)",639,0.03195
5,"(-3, 3)","(1, 1)","(1, 1)","(0, 0)","(1, 1)",3691,0.18455
5,"(-3, 3)","(1, 1)","(1, 1)","(0, 1)","(1, 0)",623,0.03115
5,"(-3, 3)","(1, 1)","(1, 1)","(1, 0)","(0, 1)",596,0.0298
5,"(-3, 3)","(1, 1)","(1, 1)","(1, 1)","(0, 0)",90,0.0045
5,"(-1, -3)","(-1, -1)","(0, 1)","(0, 0)","(0, 1)",3634,0.1817
5,"(-1, -3)","(-1, -1)","(0, 1)","(0, 1)","(0, 0)",626,0.0313
5,"(-1, -3)","(-1, -1)","(0, 1)","(1, 0)","(1, 1)",608,0.0304
5,"(-1, -3)","(-1, -1)","(0, 1)","(1, 1)","(1, 0)",127,0.00635
5,"(-1, -3)","(-1, 3)","(0, 0)","(0, 0)","(0, 0)",607,0.03035
5,"(-1, -3)","(-1, 3)","(0, 0)","(0, 1)","(0, 1)",3706,0.1853
5,"(-1, -3)","(-1, 3)","(0, 0)","(1, 0)","(1, 0)",101,0.00505
5,"(-1, -3)","(-1, 3)","(0, 0)","(1, 1)","(1, 1)",632,0.0316
5,"(-1, -3)","(3, -1)","(1, 1)","(0, 0)","(1, 1)",603,0.03015
5,"(-1, -3)","(3, -1)","(1, 1)","(0, 1)","(1, 0)",106,0.0053
5,"(-1, -3)","(3, -1)","(1, 1)","(1, 0)","(0, 1)",3614,0.1807
5,"(-1, -3)","(3, -1)","(1, 1)","(1, 1)","(0, 0)",626,0.0313
5,"(-1, -3)","(3, 3)","(1, 0)","(0, 0)","(1, 0)",82,0.0041
5,"(-1, -3)","(3, 3)","(1, 0)","(0, 1)","(1, 1)",627,0.03135
5,"(-1, -3)","(3, 3)","(1, 0)","(1, 0)","(0, 0)",601,0.03005
5,"(-1, -3)","(3, 3)","(1, 0)","(1, 1)","(0, 1)",3700,0.185
5,"(-1, -1)","(-1, -3)","(0, 1)","(0, 0)","(0, 1)",657,0.03285
5,"(-1, -1)","(-1, -3)","(0, 1)","(0, 1)","(0, 0)",3711,0.18555
5,"(-1, -1)","(-1, -3)","(0, 1)","(1, 0)","(1, 1)",98,0.0049
5,"(-1, -1)","(-1, -3)","(0, 1)","(1, 1)","(1, 0)",610,0.0305
5,"(-1, -1)","(-1, 1)","(0, 0)","(0, 0)","(0, 0)",3533,0.17665
5,"(-1, -1)","(-1, 1)","(0, 0)","(0, 1)","(0, 1)",637,0.03185
5,"(-1, -1)","(-1, 1)","(0, 0)","(1, 0)","(1, 0)",609,0.03045
5,"(-1, -1)","(-1, 1)","(0, 0)","(1, 1)","(1, 1)",112,0.0056
5,"(-1, -1)","(3, -3)","(1, 1)","(0, 0)","(1, 1)",106,0.0053
5,"(-1, -1)","(3, -3)","(1, 1)","(0, 1)","(1, 0)",660,0.033
5,"(-1, -1)","(3, -3)","(1, 1)","(1, 0)","(0, 1)",651,0.03255
5,"(-1, -1)","(3, -3)","(1, 1)","(1, 1)","(0, 0)",3617,0.18085
5,"(-1, -1)","(3, 1)","(1, 0)","(0, 0)","(1, 0)",652,0.0326
5,"(-1, -1)","(3, 1)","(1, 0)","(0, 1)","(1, 1)",109,0.00545
5,"(-1, -1)","(3, 1)","(1, 0)","(1, 0)","(0, 0)",3605,0.18025
5,"(-1, -1)","(3, 1)","(1, 0)","(1, 1)","(0, 1)",633,0.03165
5,"(-1, 1)","(-1, -1)","(0, 0)","(0, 0)","(0, 0)",3674,0.1837
5,"(-1, 1)","(-1, -1)","(0, 0)","(0, 1)","(0, 1)",649,0.03245
5,"(-1, 1)","(-1, -1)","(0, 0)","(1, 0)","(1, 0)",608,0.0304
5,"(-1, 1)","(-1, -1)","(0, 0)","(1, 1)","(1, 1)",88,0.0044
5,"(-1, 1)","(-1, 3)","(0, 1)","(0, 0)","(0, 1)",676,0.0338
5,"(-1, 1)","(-1, 3)","(0, 1)","(0, 1)","(0, 0)",3617,0.18085
5,"(-1, 1)","(-1, 3)","(0, 1)","(1, 0)","(1, 1)",116,0.0058
5,"(-1, 1)","(-1, 3)","(0, 1)","(1, 1)","(1, 0)",610,0.0305
5,"(-1, 1)","(3, -1)","(1, 0)","(0, 0)","(1, 0)",641,0.03205
5,"(-1, 1)","(3, -1)","(1, 0)","(0, 1)","(1, 1)",104,0.0052
5,"(-1, 1)","(3, -1)","(1, 0)","(1, 0)","(0, 0)",3723,0.18615
5,"(-1, 1)","(3, -1)","(1, 0)","(1, 1)","(0, 1)",597,0.02985
5,"(-1, 1)","(3, 3)","(1, 1)","(0, 0)","(1, 1)",113,0.00565
5,"(-1, 1)","(3, 3)","(1, 1)","(0, 1)","(1, 0)",626,0.0313
5,"(-1, 1)","(3, 3)","(1, 1)","(1, 0)","(0, 1)",626,0.0313
5,"(-1, 1)","(3, 3)","(1, 1)","(1, 1)","(0, 0)",3532,0.1766
5,"(-1, 3)","(-1, -3)","(0, 0)","(0, 0)","(0, 0)",632,0.0316
5,"(-1, 3)","(-1, -3)","(0, 0)","(0, 1)","(0, 1)",3594,0.1797
5,"(-1, 3)","(-1, -3)","(0, 0)","(1, 0)","(1, 0)",119,0.00595
5,"(-1, 3)","(-1, -3)","(0, 0)","(1, 1)","(1, 1)",650,0.0325
5,"(-1, 3)","(-1, 1)","(0, 1)","(0, 0)","(0, 1)",3715,0.18575
5,"(-1, 3)","(-1, 1)","(0, 1)","(0, 1)","(0, 0)",632,0.0316
5,"(-1, 3)","(-1, 1)","(0, 1)","(1, 0)","(1, 1)",576,0.0288
5,"(-1, 3)","(-1, 1)","(0, 1)","(1, 1)","(1, 0)",127,0.00635
5,"(-1, 3)","(3, -3)","(1, 0)","(0, 0)","(1, 0)",104,0.0052
5,"(-1, 3)","(3, -3)","(1, 0)","(0, 1)","(1, 1)",637,0.03185
5,"(-1, 3)","(3, -3)","(1, 0)","(1, 0)","(0, 0)",641,0.03205
5,"(-1, 3)","(3, -3)","(1, 0)","(1, 1)","(0, 1)",3576,0.1788
5,"(-1, 3)","(3, 1)","(1, 1)","(0, 0)","(1, 1)",643,0.03215
5,"(-1, 3)","(3, 1)","(1, 1)","(0, 1)","(1, 0)",82,0.0041
5,"(-1, 3)","(3, 1)","(1, 1)","(1, 0)","(0, 1)",3662,0.1831
5,"(-1, 3)","(3, 1)","(1, 1)","(1, 1)","(0, 0)",610,0.0305
5,"(1, -3)","(-3, -1)","(1, 1)","(0, 0)","(1, 1)",589,0.02945
5,"(1, -3)","(-3, -1)","(1, 1)","(0, 1)","(1, 0)",102,0.0051
5,"(1, -3)","(-3, -1)","(1, 1)","(1, 0)","(0, 1)",3589,0.17945
5,"(1, -3)","(-3, -1)","(1, 1)","(1, 1)","(0, 0)",640,0.032
5,"(1, -3)","(-3, 3)","(1, 0)","(0, 0)","(1, 0)",100,0.005
5,"(1, -3)","(-3, 3)","(1, 0)","(0, 1)","(1, 1)",636,0.0318
5,"(1, -3)","(-3, 3)","(1, 0)","(1, 0)","(0, 0)",633,0.03165
5,"(1, -3)","(-3, 3)","(1, 0)","(1, 1)","(0, 1)",3662,0.1831
5,"(1, -3)","(1, -1)","(0, 1)","(0, 0)","(0, 1)",3691,0.18455
5,"(1, -3)","(1, -1)","(0, 1)","(0, 1)","(0, 0)",656,0.0328
5,"(1, -3)","(1, -1)","(0, 1)","(1, 0)","(1, 1)",637,0.03185
5,"(1, -3)","(1, -1)","(0, 1)","(1, 1)","(1, 0)",87,0.00435
5,"(1, -3)","(1, 3)","(0, 0)","(0, 0)","(0, 0)",604,0.0302
5,"(1, -3)","(1, 3)","(0, 0)","(0, 1)","(0, 1)",3670,0.1835
5,"(1, -3)","(1, 3)","(0, 0)","(1, 0)","(1, 0)",118,0.0059
5,"(1, -3)","(1, 3)","(0, 0)","(1, 1)","(1, 1)",586,0.0293
5,"(1, -1)","(-3, -3)","(1, 1)","(0, 0)","(1, 1)",126,0.0063
5,"(1, -1)","(-3, -3)","(1, 1)","(0, 1)","(1, 0)",623,0.03115
5,"(1, -1)","(-3, -3)","(1, 1)","(1, 0)","(0, 1)",594,0.0297
5,"(1, -1)","(-3, -3)","(1, 1)","(1, 1)","(0, 0)",3590,0.1795
5,"(1, -1)","(-3, 1)","(1, 0)","(0, 0)","(1, 0)",590,0.0295
5,"(1, -1)","(-3, 1)","(1, 0)","(0, 1)","(1, 1)",120,0.006
5,"(1, -1)","(-3, 1)","(1, 0)","(1, 0)","(0, 0)",3715,0.18575
5,"(1, -1)","(-3, 1)","(1, 0)","(1, 1)","(0, 1)",647,0.03235
5,"(1, -1)","(1, -3)","(0, 1)","(0, 0)","(0, 1)",661,0.03305
5,"(1, -1)","(1, -3)","(0, 1)","(0, 1)","(0, 0)",3678,0.1839
5,"(1, -1)","(1, -3)","(0, 1)","(1, 0)","(1, 1)",98,0.0049
5,"(1, -1)","(1, -3)","(0, 1)","(1, 1)","(1, 0)",620,0.031
5,"(1, -1)","(1, 1)","(0, 0)","(0, 0)","(0, 0)",3538,0.1769
5,"(1, -1)","(1, 1)","(0, 0)","(0, 1)","(0, 1)",667,0.03335
5,"(1, -1)","(1, 1)","(0, 0)","(1, 0)","(1, 0)",615,0.03075
5,"(1, -1)","(1, 1)","(0, 0)","(1, 1)","(1, 1)",118,0.0059
5,"(1, 1)","(-3, -1)","(1, 0)","(0, 0)","(1, 0)",634,0.0317
5,"(1, 1)","(-3, -1)","(1, 0)","(0, 1)","(1, 1)",100,0.005
5,"(1, 1)","(-3, -1)","(1, 0)","(1, 0)","(0, 0)",3604,0.1802
5,"(1, 1)","(-3, -1)","(1, 0)","(1, 1)","(0, 1)",639,0.03195
5,"(1, 1)","(-3, 3)","(1, 1)","(0, 0)","(1, 1)",82,0.0041
5,"(1, 1)","(-3, 3)","(1, 1)","(0, 1)","(1, 0)",592,0.0296
5,"(1, 1)","(-3, 3)","(1, 1)","(1, 0)","(0, 1)",620,0.031
5,"(1, 1)","(-3, 3)","(1, 1)","(1, 1)","(0, 0)",3677,0.18385
5,"(1, 1)","(1, -1)","(0, 0)","(0, 0)","(0, 0)",3634,0.1817
5,"(1, 1)","(1, -1)","(0, 0)","(0, 1)","(0, 1)",625,0.03125
5,"(1, 1)","(1, -1)","(0, 0)","(1, 0)","(1, 0)",687,0.03435
5,"(1, 1)","(1, -1)","(0, 0)","(1, 1)","(1, 1)",104,0.0052
5,"(1, 1)","(1, 3)","(0, 1)","(0, 0)","(0, 1)",648,0.0324
5,"(1, 1)","(1, 3)","(0, 1)","(0, 1)","(0, 0)",3587,0.17935
5,"(1, 1)","(1, 3)","(0, 1)","(1, 0)","(1, 1)",110,0.0055
5,"(1, 1)","(1, 3)","(0, 1)","(1, 1)","(1, 0)",657,0.03285
5,"(1, 3)","(-3, -3)","(1, 0)","(0, 0)","(1, 0)",107,0.00535
